g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P01163,RIGI,609631,19102,,RIGI-related Singleton-Merten syndrome,182250,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0006386; HP:0000939; HP:0004322; HP:0003182; HP:0004380; HP:0001650; HP:0005303; HP:0006112; HP:0001806; HP:0002673; HP:0004325; HP:0000006; HP:0000706; HP:0000501; HP:0002515; HP:0001762; HP:0006353; HP:0000670; HP:0001252; HP:0002205; HP:0001761; HP:0000327; HP:0001324; HP:0002857; HP:0009771; HP:0000545; HP:0001682; HP:0001640; HP:0004382; HP:0002827; HP:0008102; HP:0006232; HP:0001635; HP:0000992,25620203; 30574673,DD; Eye; Skeletal,,2023-05-24 09:07:30+00:00
G2P01175,MTR,156570,7468,CBLG,MTR-related methylcobalamin deficiency,250940,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003223; HP:0001508; HP:0002059; HP:0001263; HP:0001249; HP:0000007; HP:0001889; HP:0003658; HP:0002370; HP:0008872,9683607; 8968737; 8968736; 12068375,DD; Eye,,2017-08-29 10:23:54+00:00
G2P01185,SHH,600725,10848,HHG1; HLP3; HPE3; MCOPCB5; SMMCI; TPT; TPTPS,SHH-related microphthalmia isolated with coloboma,611638,,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0003828; HP:0003829; HP:0000528; HP:0007633; HP:0001360; HP:0000568; HP:0000202; HP:0000006; HP:0000504; HP:0007748,12503095,DD; Eye,,2018-01-22 18:25:58+00:00
G2P01187,COL18A1,120328,2195,GLCC; KNO; KNO1; KS,COL18A1-related Knobloch syndrome,267750,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002126; HP:0001083; HP:0011003; HP:0004327; HP:0012294; HP:0000655; HP:0000572; HP:0001104; HP:0001362; HP:0001272; HP:0009716; HP:0000518; HP:0002059; HP:0000541; HP:0003812; HP:0000505; HP:0001103; HP:0000007; HP:0001268; HP:0000667; HP:0000585; HP:0001250; HP:0001302; HP:0002282; HP:0001596; HP:0000639; HP:0002085; HP:0001251; HP:0002119; HP:0000272; HP:0100543; HP:0001249; HP:0000486,10942434; 25456301; 19390655; 12415512; 27259167; 28602933,DD; Eye,,2017-04-19 16:16:17+00:00
G2P01189,TYR,606933,12442,OCA1; OCA1A; OCAIA,TYR-related oculocutaneous albinism,203100,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007894; HP:0000639; HP:0000486; HP:0000613; HP:0000505; HP:0000483; HP:0012805; HP:0000007; HP:0001107; HP:0001022; HP:0003577; HP:0011364; HP:0000545; HP:0001010; HP:0007750; HP:0000635,2511845; 8477259; 3081286; 1970634; 30679655; 28667292,DD; Eye; Skin,,2017-09-01 16:19:16+00:00
G2P01200,TRAPPC11,614138,25751,C4ORF41; FLJ12716; FOIGR; GRY,"TRAPPC11-related muscular dystrophy, limb-girdle",615356,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,23830518,DD; Eye,,2017-08-31 12:46:48+00:00
G2P01216,RAB3GAP2,609275,17168,DKFZP434D245; KIAA0839; RAB3-GAP150; SPG69,RAB3GAP2-related Martsolf syndrome,212720,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0004279; HP:0004405; HP:0000455; HP:0000286; HP:0010049; HP:0004322; HP:0000518; HP:0000322; HP:0000248; HP:0008593; HP:0005280; HP:0000007; HP:0001762; HP:0002205; HP:0000327; HP:0004684; HP:0000494; HP:0006887; HP:0000767; HP:0001638; HP:0008388; HP:0000218; HP:0002938; HP:0000028; HP:0009803; HP:0010864; HP:0000768; HP:0000692; HP:0000358; HP:0000054; HP:0001840; HP:0001635; HP:0000044; HP:0000252; HP:0003992; HP:0001831; HP:0000347; HP:0002779; HP:0008872,16532399; 29419336,DD; Eye,,2019-10-04 11:41:55+00:00
G2P01224,ALDH3A2,609523,403,ALDH10; FALDH; SLS,ALDH3A2-related Sjogren-Larsson syndrome,270200,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000707; HP:0030786; HP:0003011; HP:0000478; HP:0006297; HP:0004322; HP:0000007; HP:0001257; HP:0002942; HP:0007727; HP:0001250; HP:0000924; HP:0008064; HP:0000613; HP:0007305; HP:0001574; HP:0000608; HP:0003549; HP:0001249; HP:0001507; HP:0000152,8528251; 9254849; 10792573; 9250352; 10577908; 9027499; 9829906,DD; Eye; Skin,,2015-07-22 16:15:16+00:00
G2P01226,HPS1,604982,5163,BLOC3S1; HPS,HPS1-related Hermansky-Pudlak syndrome,203300,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000995; HP:0001480; HP:0005576; HP:0012805; HP:0002206; HP:0000978; HP:0001141; HP:0001425; HP:0000083; HP:0030402; HP:0007894; HP:0000421; HP:0002037; HP:0002091; HP:0003010; HP:0001107; HP:0000007; HP:0002027; HP:0000639; HP:0001892; HP:0007603; HP:0001638; HP:0000225; HP:0002573; HP:0001022,10971344; 8896559; 9705234; 9497254; 8274781; 21833017; 10631210; 19398212; 16185271; 24766090,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P01228,TUBB2B,612850,30829,BA506K6.1; DKFZP566F223; MGC8685,TUBB2B-related polymicrogyria asymmetric,610031,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0001270; HP:0001274; HP:0001302; HP:0006930; HP:0001249; HP:0000478; HP:0006927; HP:0000006; HP:0002079; HP:0002307; HP:0001321; HP:0000007; HP:0000252; HP:0001269; HP:0001328; HP:0001250,19465910; 22333901,DD; Eye,,2015-07-22 16:15:16+00:00
G2P01229,RPGRIP1L,610937,29168,CORS3; FTM; JBTS7; KIAA1005; MKS5; NPHP8; PPP1R134,RPGRIP1L-related Meckel syndrome,611561,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0003593; HP:0002342; HP:0002876; HP:0000204; HP:0000463; HP:0000175; HP:0002240; HP:0000589; HP:0001162; HP:0000107; HP:0008659; HP:0001425; HP:0001347; HP:0000083; HP:0001409; HP:0000657; HP:0001263; HP:0001394; HP:0006487; HP:0002910; HP:0002084; HP:0000007; HP:0002871; HP:0001257; HP:0001320; HP:0002195; HP:0000090; HP:0002323; HP:0001744; HP:0001250; HP:0001252; HP:0002419; HP:0002790; HP:0000639; HP:0000079; HP:0002085; HP:0001251; HP:0000154; HP:0002335; HP:0001510; HP:0001830; HP:0001273; HP:0001395; HP:0000311; HP:0000272; HP:0001249; HP:0000316; HP:0000568; HP:0002365; HP:0100259; HP:0000508; HP:0001408; HP:0000556,17558409; 18565097; 17558407; 19574260,DD; Eye; Skeletal,,2023-05-24 09:07:31+00:00
G2P01233,CLPB,616254,30664,ANKCLP; FLJ13152; SKD3,"CLPB-related 3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia",616271,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001998; HP:0001511; HP:0007153; HP:0001272; HP:0001558; HP:0000518; HP:0001276; HP:0002059; HP:0000007; HP:0001257; HP:0003676; HP:0001337; HP:0001875; HP:0002134; HP:0001250; HP:0100660; HP:0001252; HP:0002376; HP:0011968; HP:0001251; HP:0001332; HP:0000821; HP:0002719; HP:0001508; HP:0012758; HP:0003535; HP:0001298; HP:0001249; HP:0007256; HP:0000252; HP:0002305,25597510; 28687938,DD; Eye,,2025-01-28 18:01:16+00:00
G2P01234,LRP5,603506,6697,BMND1; EVR1; EVR4; HBM; LR3; LRP7; OPPG; OPS; OPTA1; VBCH2,LRP5-related exudative vitreoretinopathy,601813,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003593; HP:0000618; HP:0001147; HP:0000541; HP:0007917; HP:0001493; HP:0007773; HP:0000006; HP:0000007; HP:0002757; HP:0004349; HP:0007850; HP:0007663; HP:0007685; HP:0007902; HP:0001489; HP:0000938; HP:0007811; HP:0007778; HP:0000523; HP:0030604,9831343; 15981244; 9056564; 15024691; 15346351,DD; Eye,,2015-07-22 16:15:17+00:00
G2P01251,GJA8,600897,4281,CAE; CAE1; CX50; CZP1,GJA8-related cataract,116150,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0003828; HP:0000659; HP:0000545; HP:0010693; HP:0000482; HP:0000568; HP:0000006; HP:0000612; HP:0008063; HP:0100018; HP:0000647; HP:0000518,14627691; 11846744; 16604058; 9497259; 18006672; 10480374; 29464339; 30262699; 30373400; 30498267; 28455998,DD; Eye,,2015-07-22 16:15:18+00:00
G2P01254,FOXC2,602402,3801,FKHL14; MFH-1,FOXC2-related lymphedema-distichiasis syndrome,153400,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000204; HP:0003011; HP:0001643; HP:0000175; HP:0008383; HP:0001636; HP:0009743; HP:0000006; HP:0011367; HP:0002715; HP:0001626; HP:0003550; HP:0002619; HP:0003759; HP:0000613; HP:0001629; HP:0001004; HP:0001574; HP:0001939; HP:0000509; HP:0011675; HP:0000508,14269895; 11499682; 15523639; 11078474; 12485195; 11371511; 12114478; 10417285; 18197197,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P01270,TSC1,605284,12362,HAMARTIN; KIAA0243; LAM; TSC,TSC1-related tuberous sclerosis,191100,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0010762; HP:0009719; HP:0000107; HP:0009716; HP:0009718; HP:0002514; HP:0000717; HP:0009717; HP:0000169; HP:0003812; HP:0009724; HP:0009734; HP:0002888; HP:0000006; HP:0009727; HP:0009594; HP:0001482; HP:0009722; HP:0009592; HP:0006772; HP:0011097; HP:0001716; HP:0000826; HP:0010615; HP:0001328; HP:0011798; HP:0000821; HP:0002086; HP:0009721; HP:0001249; HP:0007018; HP:0000957; HP:0009729; HP:0005584; HP:0009720; HP:0200024,18830229; 9242607; 10340649; 10053179; 10823953,DD; Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00
G2P01291,ERCC8,609412,3439,CKN1; CSA,ERCC8-related Cockayne syndrome,216400,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000726; HP:0001511; HP:0002866; HP:0002135; HP:0000680; HP:0003224; HP:0002240; HP:0000685; HP:0000633; HP:0001271; HP:0000540; HP:0001425; HP:0000689; HP:0000135; HP:0000649; HP:0000518; HP:0000083; HP:0001376; HP:0000958; HP:0002059; HP:0003469; HP:0000822; HP:0000007; HP:0006958; HP:0000292; HP:0000648; HP:0001337; HP:0000670; HP:0000987; HP:0000970; HP:0000377; HP:0001288; HP:0001250; HP:0001260; HP:0001324; HP:0001000; HP:0000639; HP:0000684; HP:0000762; HP:0007814; HP:0008839; HP:0001251; HP:0007759; HP:0003357; HP:0000303; HP:0000028; HP:0002343; HP:0002808; HP:0008850; HP:0000580; HP:0000407; HP:0002684; HP:0011359; HP:0002545; HP:0000054; HP:0011675; HP:0001249; HP:0000486; HP:0003278; HP:0008070; HP:0000417; HP:0005328; HP:0010234; HP:0000858; HP:0000252; HP:0000992; HP:0001744; HP:0003758; HP:0000093,7664335; 14661080; 15744458,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P01293,DKC1,300126,2890,CBF5; DKC; DYSKERIN; NAP57; NOLA4; XAP101,DKC1-related dyskeratosis congenita,305000,,monoallelic_X_hemizygous,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0009926; HP:0000975; HP:0001511; HP:0002745; HP:0002721; HP:0002206; HP:0000939; HP:0001809; HP:0000653; HP:0004322; HP:0000518; HP:0008734; HP:0002860; HP:0002043; HP:0012189; HP:0030442; HP:0001263; HP:0002091; HP:0001394; HP:0001876; HP:0000071; HP:0000648; HP:0002216; HP:0006480; HP:0000670; HP:0001741; HP:0001882; HP:0001903; HP:0004334; HP:0000953; HP:0001807; HP:0005212; HP:0002863; HP:0000047; HP:0001596; HP:0001419; HP:0005528; HP:0000498; HP:0001873; HP:0001321; HP:0004808; HP:0001251; HP:0000028; HP:0008404; HP:0012182; HP:0002165; HP:0000509; HP:0001249; HP:0000486; HP:0000085; HP:0007427; HP:0030438; HP:0000252,9590285; 10583221; 10700698,DD; Eye; Skin; Cancer,,2024-08-20 13:59:58+00:00
G2P01295,GJA3,121015,4277,CX46; CZP3,GJA3-related cataract,601885,,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0010920; HP:0010693; HP:0007971; HP:0000006; HP:0000518,10746562; 22312188; 10205266; 15448617; 22876138; 22550389; 21681855; 29934635; 28877251; 29461512; 26683566; 24772942,DD; Eye,,2015-07-22 16:15:20+00:00
G2P01301,MMACHC,609831,24525,CBLC; DKFZP564I122,"MMACHC-related methylmalonic aciduria and homocystinuria, cblC type",277400,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003593; HP:0003286; HP:0000726; HP:0003210; HP:0000276; HP:0003524; HP:0000093; HP:0000790; HP:0000319; HP:0012120; HP:0001907; HP:0003145; HP:0001942; HP:0000238; HP:0000083; HP:0000112; HP:0005575; HP:0001263; HP:0000505; HP:0003153; HP:0002912; HP:0000007; HP:0000400; HP:0001337; HP:0001875; HP:0002160; HP:0000348; HP:0001250; HP:0001252; HP:0002071; HP:0000639; HP:0001889; HP:0001873; HP:0002120; HP:0002156; HP:0003223; HP:0001508; HP:0000580; HP:0001254; HP:0001249; HP:0003658; HP:0000252; HP:0001289; HP:0003584; HP:0000369; HP:0008872,20631720; 16311595; 16714133; 11320193; 25687216,DD; Eye,,2018-01-24 09:47:45+00:00
G2P01302,FYCO1,607182,14673,FLJ13335; ZFYVE7,FYCO1-related congenital cataract,610019,MONDO:0005129,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007,21636066; 11519376; 26622071; 22935719,DD; Eye,,2015-07-22 16:15:20+00:00
G2P01303,BBS2,606151,967,BBS,BBS2-related Bardet-Biedl syndrome,615981,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007707; HP:0001773; HP:0001162; HP:0000750; HP:0001513; HP:0012583; HP:0000135; HP:0000518; HP:0001159; HP:0000546; HP:0001712; HP:0002251; HP:0008734; HP:0000678; HP:0001263; HP:0000822; HP:0001684; HP:0000505; HP:0000007; HP:0002099; HP:0000510; HP:0000501; HP:0002370; HP:0001829; HP:0001647; HP:0001080; HP:0001007; HP:0000077; HP:0000668; HP:0001644; HP:0009806; HP:0000639; HP:0001156; HP:0004717; HP:0000365; HP:0002167; HP:0000483; HP:0001251; HP:0000545; HP:0001328; HP:0000218; HP:0000819; HP:0000137; HP:0001631; HP:0001395; HP:0000054; HP:0000256; HP:0001249; HP:0000486; HP:0100259; HP:0009466; HP:0000148; HP:0002141; HP:0000556,11285252; 11567139; 16823392; 20618352,DD; Eye,,2025-01-21 22:04:32+00:00
G2P01304,COA8,616003,20492,,COA8-related mitochondrial complex IV deficiency,220110,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001427; HP:0002747; HP:0002098; HP:0012240; HP:0002151; HP:0000093; HP:0002240; HP:0002880; HP:0001425; HP:0003355; HP:0001263; HP:0003688; HP:0000007; HP:0000648; HP:0006565; HP:0001250; HP:0001903; HP:0001252; HP:0003128; HP:0001251; HP:0000124; HP:0005957; HP:0001410; HP:0003109; HP:0001270; HP:0001508; HP:0000580; HP:0000407; HP:0003076; HP:0001994; HP:0001249; HP:0002490; HP:0002875; HP:0001639; HP:0000508; HP:0003546,25175347; 27588451,DD; Eye,,2017-08-23 14:51:43+00:00
G2P01307,AGXT,604285,341,AGT; AGT1; AGXT1; PH1; SER-PYRAT; SPAT; SPT; TLH6,"AGXT-related hyperoxaluria, primary",259900,,biallelic_autosomal,potential secondary finding,definitive,absent gene product,,loss of function,inferred,,HP:0100758; HP:0000790; HP:0002756; HP:0001942; HP:0000083; HP:0002653; HP:0009830; HP:0000121; HP:0001063; HP:0000007; HP:0000488; HP:0001138; HP:0000648; HP:0011001; HP:0004417; HP:0001678; HP:0003159; HP:0000965; HP:0008672; HP:0005309,8101040,DD; Eye; Skin,,2022-08-03 13:24:40+00:00
G2P01313,PCYT1A,123695,8754,CCTALPHA; CT; CTPCT; PCYT1,PCYT1A-related spondylometaphyseal dysplasia with cone-rod dystrophy,608940,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0003300; HP:0000529; HP:0008821; HP:0004565; HP:0010049; HP:0003421; HP:0008897; HP:0000689; HP:0002982; HP:0003021; HP:0000007; HP:0000548; HP:0000887; HP:0003375; HP:0002979; HP:0000639; HP:0001156; HP:0008002; HP:0008905; HP:0002980; HP:0002657; HP:0002812; HP:0000556; HP:0000403,24387990; 28272537; 24387991,DD; Eye; Skeletal,,2023-05-24 09:07:31+00:00
G2P01327,POLG,174763,9179,POLG1; POLGA,"POLG-related mitochondrial DNA depletion syndrome, Alpers type",203700,,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0003548; HP:0002076; HP:0002151; HP:0001751; HP:0000518; HP:0001265; HP:0003434; HP:0003689; HP:0003812; HP:0003688; HP:0000007; HP:0003713; HP:0001336; HP:0003200; HP:0001250; HP:0003701; HP:0001260; HP:0002578; HP:0006886; HP:0001644; HP:0000639; HP:0004389; HP:0006858; HP:0002403; HP:0003390; HP:0000590; HP:0007240; HP:0001284; HP:0000407; HP:0008180; HP:0007344; HP:0100543; HP:0000716; HP:0003581; HP:0000508; HP:0003557,,DD; Eye,,2015-07-22 16:15:21+00:00
G2P01347,LMX1B,602575,6654,NPS1,LMX1B-related nail-patella syndrome,161200,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0000204; HP:0005255; HP:0000790; HP:0006424; HP:0000175; HP:0001032; HP:0004322; HP:0000518; HP:0000083; HP:0000482; HP:0006633; HP:0000006; HP:0009780; HP:0001763; HP:0001798; HP:0000501; HP:0001762; HP:0002414; HP:0001807; HP:0001598; HP:0004209; HP:0001377; HP:0006650; HP:0009788; HP:0000767; HP:0003997; HP:0006443; HP:0000563; HP:0009785; HP:0009783; HP:0000100; HP:0002999; HP:0002938; HP:0000407; HP:0009760; HP:0006657; HP:0000099; HP:0009781; HP:0000508; HP:0006437; HP:0000093,18414507; 9618165; 10854116; 9837817; 9590287,DD; Eye; Skin; Skeletal,,2023-05-24 09:07:31+00:00
G2P01348,COL2A1,120140,2200,AOM; SEDC; STL1,"COL2A1-related spondyloepimetaphyseal dysplasia, Strudwick type",184250,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,dominant negative,inferred,,HP:0002650; HP:0011860; HP:0006406; HP:0000175; HP:0000926; HP:0000006; HP:0003307; HP:0001763; HP:0003375; HP:0003173; HP:0003025; HP:0008788; HP:0001156; HP:0002857; HP:0000545; HP:0003311; HP:0000768; HP:0001538; HP:0003320; HP:0000907; HP:0000023; HP:0002812; HP:0003510,8486375; 16088915; 7550321; 26626311; 26443184,DD; Eye; Skeletal,,2023-05-24 09:07:31+00:00
G2P01353,PDE6H,601190,8790,,PDE6H-related achromatopsia,,MONDO:0018852,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,27472364; 22901948,DD; Eye,,2018-01-22 16:07:28+00:00
G2P01364,CYP1B1,601771,2597,CP1B; GLC3A,"CYP1B1-related primary congenital glaucoma, type 3A",231300,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000557; HP:0008007; HP:0008041; HP:0000007; HP:0001425; HP:0007906,19643970; 9097971; 12372064; 9497261; 9463332; 15342693; 19807744; 10227395; 27777502,DD; Eye,,2025-01-28 09:21:24+00:00
G2P01373,LRIT3,615004,24783,CSNB1F; FIGLER4; FLJ44691,LRIT3-related complete congenital stationary night blindness,615058,MONDO:0014026,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000486; HP:0000545; HP:0007642,23246293; 27428514,DD; Eye,,2015-07-22 16:15:24+00:00
G2P01378,PORCN,300651,17652,DHOF; MG61; POR; PORC; PPN,PORCN-related focal dermal hypoplasia,305600,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000073; HP:0001802; HP:0000612; HP:0006297; HP:0000455; HP:0000066; HP:0002299; HP:0000238; HP:0001388; HP:0002308; HP:0000648; HP:0000377; HP:0000773; HP:0010740; HP:0001009; HP:0009803; HP:0001249; HP:0001817; HP:0000126; HP:0001374; HP:0007588; HP:0001537; HP:0001162; HP:0000526; HP:0001770; HP:0001540; HP:0001829; HP:0002557; HP:0009381; HP:0000668; HP:0001545; HP:0001274; HP:0000060; HP:0000639; HP:0001180; HP:0000028; HP:0000324; HP:0000446; HP:0001423; HP:0002558; HP:0000528; HP:0000175; HP:0000677; HP:0003191; HP:0001539; HP:0000689; HP:0004322; HP:0007546; HP:0001839; HP:0001600; HP:0006638; HP:0000505; HP:0002566; HP:0002036; HP:0004334; HP:0000684; HP:0003298; HP:0000486; HP:0000085; HP:0000402; HP:0008070; HP:0001171; HP:0000568; HP:0010743; HP:0000252; HP:0000369; HP:0002650; HP:0001083; HP:0000204; HP:0000776; HP:0000410; HP:0010049; HP:0000567; HP:0001849; HP:0002164; HP:0002232; HP:0000307; HP:0006608; HP:0000023,17546030; 18325042; 17546031,DD; Eye; Skeletal,,2023-05-24 09:07:31+00:00
G2P01383,BBS7,607590,18758,BBS2L1; FLJ10715,BBS7-related Bardet-Biedl syndrome,615984,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007707; HP:0001773; HP:0001162; HP:0000750; HP:0001513; HP:0000135; HP:0000518; HP:0001159; HP:0001712; HP:0002251; HP:0008734; HP:0000678; HP:0001263; HP:0000822; HP:0000505; HP:0000007; HP:0002099; HP:0000510; HP:0000501; HP:0002370; HP:0001829; HP:0001080; HP:0001007; HP:0000077; HP:0000668; HP:0009806; HP:0000639; HP:0010442; HP:0001156; HP:0000483; HP:0000365; HP:0002167; HP:0001251; HP:0000545; HP:0001328; HP:0000218; HP:0000819; HP:0000137; HP:0001395; HP:0000054; HP:0000256; HP:0001249; HP:0000486; HP:0009466; HP:0000148; HP:0002141; HP:0100851; HP:0000556,12567324,DD; Eye,,2025-01-21 22:09:01+00:00
G2P01391,TMEM70,612418,26050,FLJ20533,"TMEM70-related mitochondrial complex V (ATP synthase) deficiency, nuclear",614052,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001511; HP:0002151; HP:0001562; HP:0002093; HP:0000518; HP:0001263; HP:0000007; HP:0001337; HP:0001518; HP:0000047; HP:0001987; HP:0003128; HP:0001251; HP:0001622; HP:0000028; HP:0001508; HP:0005469; HP:0003535; HP:0001298; HP:0000431; HP:0000308; HP:0000343; HP:0003577; HP:0001639; HP:0000023; HP:0001537; HP:0000369,18953340; 21147908,DD; Eye,,2017-08-31 13:34:49+00:00
